fixed_acidity,volafile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,alcohol
6.978133608936332,1.5689565248601136,1,10.73187680351548,0.30508805616083556,33.95919589535333,235.23701728321612,12.778844198421575
8.394772024056874,0.5343859855784103,1,1.2965133816935122,0.029397211075061932,30.16335399914533,206.2980190149974,8.65500544544775
5.398376838979311,0.2278919491264969,1,14.73438748633489,0.43059987005242145,42.09418782615103,130.9752576109022,12.851650314498693
15.607761073857546,0.3546396528882906,1,5.595531063014642,0.3224981700312346,26.220289812190458,127.08511269115843,10.373860778496601
14.017190084722825,1.377291152952239,1,0.9275082513224334,0.43613037024228835,47.82400088501163,230.539044392528,9.947752372105606
7.48302346081473,0.3434710661834106,1,3.0555750304833054,0.3178622179531958,36.669871016871184,127.37497212993912,13.451789609831758
12.506505994452164,0.5883549542119726,1,12.121751077193768,0.21201635878859088,67.01317134639248,194.58405740419403,11.804504611622542
7.418187263631262,0.4633627185272053,1,9.985292898584158,0.5728104862438049,40.686281060101464,263.7602260839194,14.438370825350285
5.074753956287168,1.0579514855612069,1,13.797941713128239,0.453022642926313,1.732865613186732,104.33372117695399,10.734458444383927
11.661907580820843,0.3132766398368403,1,11.360168836684897,0.049544475241331376,3.810893186368048,17.837222062749788,11.106463583628647
13.791253420244903,0.5440112222358584,1,9.938475947547705,0.13790454150433654,14.01379389828071,59.54441036772914,9.307604295993224
10.269668848207221,0.30692207215353845,1,1.004360075155273,0.6068323131478391,20.97874105721712,186.48792187310755,10.161056997464039
12.186778521095402,0.617138168825768,1,4.483860619366169,0.5373178470835556,12.894636594224721,42.9773498987779,14.154927725414746
10.454223563615233,0.21626103587914258,1,8.566607945086433,0.29466461754753254,41.405552078271285,77.40962181799114,12.01140411393717
15.789378624595702,0.3178691583452746,1,14.297827260848134,0.47577693769871254,13.531816688133404,88.54588780249469,8.426081745978445
12.991005997383036,0.862452515042387,1,14.097804306680336,0.19041465241461994,30.360160901909694,64.74648409197107,11.245631896751002
13.958278908091598,1.0084902504319326,1,3.340581288561225,0.5043108768581878,24.52361812768504,48.51041938527487,9.119139905646444
7.579801144218072,0.7664601569017395,1,15.10568934166804,0.09234774652705527,42.2719023777172,112.95411368645728,12.047516870987602
9.766006548749283,0.7255395156610757,1,6.994519657501951,0.38754627692233773,14.530507846036926,244.41566129308194,9.666720201820135
5.732909398293122,0.438536986252293,1,11.223272972973064,0.2328641007016413,39.736833728151396,210.9700341837015,10.104371665487998
5.905466466373763,1.150439489665441,1,1.481013096543029,0.294371223160997,10.704056963790208,266.581020049518,10.476074754470028
15.106558822863736,1.0271468207985164,1,9.109032427705824,0.4428252477145288,27.67036377452314,95.14223730331287,14.674577669100836
13.121918415045366,0.41420380835887044,1,14.529275252949446,0.1657267285215203,44.404595523606986,238.81519716605544,9.795261333556846
5.1848363688914105,1.2501855595037341,1,9.48419393375516,0.25860495481221,62.79431566805579,194.47087960410863,10.541134766861797
10.66214610186871,1.1623802203312517,1,14.20583253824152,0.4579089568753261,16.615723880939186,146.86622145120054,10.499738781689667
14.98077038251795,0.3219771108916029,1,6.796131467074156,0.40404990568454374,19.017901306273416,177.6549061217811,12.818825122062117
9.189093245053664,0.5451173249585554,1,10.737895662803203,0.12610998507682233,23.738697827560827,201.87097149994224,10.198777889460326
